"month","day","year","subplot_code","transect_section_letter","code_of_piece","diameter_width.mm","diameter_height.mm","penetration.200mm","penetration.200mm.1","orientation_degrees","inclination","branchfall","uniqid","tag","notes","observer","RT","RR","TT","TC","TS","TV","MC","MS","suspended","soil_contact","years_present","first_appearance","last_ppearance","coded_notes"
2,22,2018,"14,14","B","14,14B.8.1",740,NA,44,NA,NA,NA,"1","fallen097","7173",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,7,2018,2024,""
2,22,2018,"14,14","L","14,14L.7.1",207,NA,37,NA,NA,NA,"0","fallen100","6173","Terminalia amazonia","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"*","*",NA,NA,3,2017,2019,""
2,22,2018,"14,14","L","14,14L.7.2",236,NA,86,NA,NA,NA,"0","fallen101","6173","Terminalia amazonia","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,4,2017,2020,""
2,22,2018,"14,14","N","14,14N.9.1",273,388,30,NA,NA,NA,"1","fallen102","6173","Irregular 388","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,22,2018,"14,14","N","14,14N.7.1",241,NA,23,NA,NA,NA,"0","fallen103","6173","terminalia amazonia","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,5,2017,2021,""
2,22,2018,"14,14","N","14,14N.7.2",603,NA,19,NA,NA,NA,"0","fallen104","6173","terminalia amazonia. Se está rajando","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,"AA;"
2,22,2018,"14,14","N","14,14N.7.3",233,NA,19,NA,NA,NA,"0","fallen105","6173","terminalia amazonia","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,8,2017,2024,""
2,23,2018,"14,24","J","14,24J.8.1",420,NA,104,NA,NA,NA,"1","fallen106",NA,"Parte de tronco caido","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,3,2018,2020,""
2,23,2018,"14,24","K","14,24K.8.1",406,NA,109,NA,NA,NA,"1","fallen107",NA,"Parte de tronco caido","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2018,2019,""
2,23,2018,"14,24","K","14,24K.6.1",317,NA,127,NA,NA,NA,"1","fallen108","6087","Sin corteza","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,4,2017,2020,""
2,23,2018,"14,24","K","14,24K.5.1",348,NA,73,NA,NA,NA,"1","fallen109","194349","Tronco caido","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,4,2017,2020,""
2,23,2018,"14,24","L","14,24L.8.1",441,NA,88,NA,NA,NA,NA,"fallen110","38243","Tronco caido con corteza no tiene ramas","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,7,2018,2024,""
2,20,2018,"15,07","C","15,07C.8.1",290,NA,104,NA,NA,NA,"1","fallen112",NA,"No está en el suelo, está guindando. Parece Virola, está en 15,06 en el 1,2","R",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,2,2018,2019,""
2,20,2018,"15,07","D","15,07D.9.1",607,NA,105,NA,NA,NA,"1","fallen113",NA,"es el mismo que E 9-1. Perdio un pedazo","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,6,2017,2022,""
2,20,2018,"15,07","E","15,07E.9.1",607,NA,39,NA,NA,NA,"1","fallen114",NA,"es el mismo que D 9-1","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,20,2018,"15,07","N","15,07N.9.1",371,NA,NA,1,NA,NA,"1","fallen115",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
2,22,2018,"16,12","B","16,12B.6.1",697,NA,NA,2,NA,NA,"1","fallen116",NA,NA,"R",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
2,22,2018,"16,12","J","16,12J.7.1",203,NA,151,NA,NA,NA,"0","fallen118","5675","con corteza","R",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"TRUE","FALSE",NA,NA,4,2017,2020,""
2,21,2018,"17,01","I","17,01I.7.2",219,NA,109,NA,NA,NA,"1","fallen121","5907",NA,"R",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,21,2018,"17,01","M","17,01M.8.1",326,NA,42,NA,NA,NA,"1","fallen122",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,7,2018,2024,""
2,23,2018,"18,23","C","18,23C.4.1",458,NA,NA,1,NA,NA,"1","fallen124",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,2,2017,2018,""
2,23,2018,"18,23","O","18,23O.7.1",283,NA,19,NA,NA,NA,"1","fallen126",NA,"Psecropia está en el aire con corteza","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,4,2017,2020,""
2,21,2018,"19,08","C","19,08C.7.1",212,NA,66,NA,NA,NA,"1","fallen128","5217",NA,"R",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,3,2017,2019,""
2,2,2018,"19,12","C","19,12C.3.1",295,NA,37,NA,NA,NA,"1","fallen129",NA,"no corteza","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,27,2018,"19,16","A","19,16A.8.1",527,NA,16,NA,NA,NA,"0","fallen131","5047",NA,"R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2018,2020,""
2,27,2018,"19,16","A","19,16A.8.2",414,NA,19,NA,NA,NA,"0","fallen132","5177","esta rajado","R",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,1,2018,2018,"AA;"
2,27,2018,"19,16","A","19,16A.8.3",700,NA,86,NA,NA,NA,"1","fallen133","5047",NA,"R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,6,2018,2023,""
2,27,2018,"19,19","N","19,19N.6.1",394,NA,216,NA,NA,NA,"0","fallen135","5047","BROSAL. Revisar en el censo anterior y correguir que la muestra 19,19 N 6-1 es 19,16 N 6-1","R",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,3,2017,2019,""
2,27,2018,"19,16","O","19,16O.5.1",249,NA,39,NA,NA,NA,"1","fallen136","5176",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,27,2018,"19,16","O","19,16O.7.1",344,NA,206,NA,NA,NA,"0","fallen137","5047",NA,"R",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,27,2018,"19,16","O","19,16O.7.2",312,NA,166,NA,NA,NA,"0","fallen138","5047",NA,"R",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,27,2018,"19,16","O","19,16O.7.3",255,NA,159,NA,NA,NA,"0","fallen139","5047",NA,"R",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
2,27,2018,"19,16","P","19,16P.7.1",298,NA,132,NA,NA,NA,"0","fallen140","5047",NA,"R",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
2,27,2018,"19,16","P","19,16P.7.2",508,NA,143,NA,NA,NA,"0","fallen141","5047",NA,"R",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,4,2017,2020,""
2,27,2018,"19,16","P","19,16P.7.3",593,NA,75,NA,NA,NA,"0","fallen142","5047",NA,"R",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,27,2018,"19,16","P","19,16P.8.1",1023,NA,156,NA,NA,NA,"1","fallen144","5047",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,7,2018,2024,""
2,27,2018,"19,19","C","19,19C.9.1",510,NA,78,NA,NA,NA,"1","fallen145",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,4,2017,2020,""
2,27,2018,"19,19","G","19,19G.2.1",338,NA,25,NA,NA,NA,"0","fallen146",NA,"es el mismo que C 9-1","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,27,2018,"19,19","G","19,19G.3.1",645,559,16,NA,NA,NA,"1","fallen147","5389","anteriormente no se midio porque estaba vivo, ahora esta muerto. Irregular 559","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,8,2017,2024,""
2,27,2018,"19,19","O","19,19O.7.1",389,NA,45,NA,NA,NA,"1","fallen148","5154","el tag es 5154 no 5054","R",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,3,2017,2019,""
3,8,2018,"21,04","E","21,04E.9.1",216,NA,33,NA,NA,NA,"1","fallen149",NA,"es el mismo que esta en F9-1","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
3,8,2018,"21,04","F","21,04F.9.1",254,NA,112,NA,NA,NA,"1","fallen150",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
3,8,2018,"21,04","H","21,04H.4.1",345,NA,54,NA,NA,NA,"0","fallen151","4984",NA,"R",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"TRUE","FALSE",NA,NA,3,2017,2019,""
3,8,2018,"21,04","M","21,04M.4.1",348,NA,51,NA,NA,NA,"1","fallen152",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,27,2018,"21,15","B","21,15B.3.1",223,NA,120,NA,NA,NA,"1","fallen153",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
2,27,2018,"21,15","H","21,15H.6.1",289,NA,76,NA,NA,NA,"0","fallen154","5047",NA,"R",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,27,2018,"21,15","H","21,15H.8.1",333,NA,69,NA,NA,NA,"0","fallen155","5047",NA,"R",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2018,2020,""
2,27,2018,"21,15","N","21,15N.7.1",218,NA,47,NA,NA,NA,"1","fallen156","157413",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,5,2017,2021,""
2,27,2018,"21,17","K","21,17K.8.1",312,NA,52,NA,NA,NA,"1","fallen158","721404",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2018,2020,""
2,27,2018,"21,17","L","21,17L.8.1",558,NA,10,NA,NA,NA,"1","fallen159",NA,"TAB2AR","R",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,2,2018,2019,""
2,28,2018,"22,19","G","22,19G.8.1",232,NA,72,NA,NA,NA,"1","fallen160","4847","Irregular 232","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,1,2018,2018,""
2,28,2018,"22,21","L","22,21L.2.1",283,NA,30,NA,NA,NA,"0","fallen161","4484","el mismo que L2-2, diferente rama","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,28,2018,"22,21","L","22,21L.2.2",207,NA,10,NA,NA,NA,"0","fallen162","4484","el mismo que L2-1, diferente rama","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,28,2018,"22,21","M","22,21M.2.2",507,NA,36,NA,NA,NA,"1","fallen163","4484","es el mismo que L2-2","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,28,2018,"22,21","N","22,21N.0.1",510,NA,NA,4,NA,NA,"1","fallen164",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
3,8,2018,"23,06","G","23,06G.7.1",317,NA,31,NA,NA,NA,"0","fallen165","4673",NA,"R",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,4,2017,2020,""
3,8,2018,"23,06","G","23,06G.7.2",289,NA,38,NA,NA,NA,"0","fallen166","4673",NA,"R",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,27,2018,"23,17","I","23,17I.6.1",208,NA,NA,7,NA,NA,"1","fallen167",NA,NA,"R",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,3,2017,2019,""
2,28,2018,"23,23","A","23,23A.2.1",263,NA,41,NA,NA,NA,"0","fallen168",NA,"es el mismo que A2-2","R",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,28,2018,"23,23","A","23,23A.2.2",264,NA,10,NA,NA,NA,"0","fallen169",NA,"es el mismo que A2-1","R",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,27,2018,"24,15","D","24,15D.2.1",213,NA,71,NA,NA,NA,"1","fallen171",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
3,7,2018,"26,08","J","26,08J.7.1",270,NA,97,NA,NA,NA,"2","fallen172","131516","rama de tronco caido con corteza","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
3,7,2018,"26,08","J","26,08J.7.2",370,NA,NA,5,NA,NA,"2","fallen173","131516","Rama de tronco caido con corteza","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
3,5,2018,"26,17","B","26,17B.8.1",216,NA,30,NA,NA,NA,"0","fallen174",NA,"Es el mismo que B 8-2 y B 8-3. Es Crisofilum caimito","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,4,2018,2021,""
3,5,2018,"26,17","B","26,17B.8.2",298,NA,18,NA,NA,NA,"0","fallen175",NA,"Muestra en el aie. Es Crisofilum caimito","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,7,2018,2024,""
3,5,2018,"26,17","B","26,17B.8.3",233,NA,27,NA,NA,NA,"0","fallen176",NA,"Muestra en el aie. Es Crisofilum caimito","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,7,2018,2024,""
3,5,2018,"26,17","B","26,17B.8.4",267,NA,58,NA,NA,NA,"0","fallen177",NA,NA,"R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,6,2018,2023,""
3,5,2018,"26,17","G","26,17G.8.1",245,NA,39,NA,NA,NA,"1","fallen180","137872",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2018,2020,""
3,5,2018,"26,17","G","26,17G.8.2",1035,NA,14,NA,NA,NA,"1","fallen181","4163","muy irregular. Es crisofilum caimito","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,7,2018,2024,""
3,5,2018,"26,17","K","26,17K.2.1",522,NA,21,NA,NA,NA,"1","fallen182",NA,"es el mismo N 2-1. Tiene bandas de metal y plástica. Se corrigió, tiene cascara","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
3,5,2018,"26,17","N","26,17N.2.1",510,NA,28,NA,NA,NA,"1","fallen183",NA,"es el mismo K 2-1","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
3,5,2018,"26,17","O","26,17O.8.1",227,NA,25,NA,NA,NA,"0","fallen184",NA,NA,"R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,4,2018,2021,""
3,1,2018,"26,21","A","26,21A.3.2",410,NA,176,NA,NA,NA,"1","fallen187",NA,"es TT","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
3,1,2018,"26,21","C","26,21C.8.1",260,NA,50,NA,NA,NA,"0","fallen190","1140",NA,"R",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"TRUE","FALSE",NA,NA,3,2018,2020,""
3,1,2018,"26,21","D","26,21D.8.1",385,NA,36,NA,NA,NA,"1","fallen191","1140",NA,"R",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"TRUE","FALSE",NA,NA,2,2018,2019,""
3,1,2018,"26,21","M","26,21M.9.1",455,NA,15,NA,NA,NA,"1","fallen192",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
3,14,2018,"26,21","P","26,21P.3.1",627,NA,19,NA,NA,NA,"1","fallen193",NA,"Sin corteza. Se corrigió es TT no RR  y TC no TS. Es el mismo que A3-2","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
3,5,2018,"28,16","G","28,16G.7.2",500,NA,63,NA,NA,NA,"1","fallen197","3858",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,8,2017,2024,""
3,5,2018,"28,16","G","28,16G.8.1",250,NA,146,NA,NA,NA,"1","fallen198",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,1,2018,2018,""
3,5,2018,"28,16","N","28,16N.6.1",225,NA,38,NA,NA,NA,"0","fallen199","3761","el árbol perdió la mitad de la copa","R",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"FALSE","TRUE",NA,NA,4,2017,2020,""
3,5,2018,"28,16","N","28,16N.6.2",305,NA,90,NA,NA,NA,"0","fallen200","3761",NA,"R",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"FALSE","TRUE",NA,NA,5,2017,2021,""
3,5,2018,"28,16","N","28,16N.7.1",350,NA,64,NA,NA,NA,"0","fallen201","3761","Se rajo y perdió una parte","R",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"FALSE","TRUE",NA,NA,6,2017,2022,"AA;"
3,5,2018,"28,16","O","28,16O.6.1",283,NA,NA,8,NA,NA,"0","fallen203","3761",NA,"R",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"FALSE","TRUE",NA,NA,3,2017,2019,""
3,7,2018,"29,06","F","29,06F.3.1",228,NA,137,NA,NA,NA,"1","fallen204","3601","es el mismo arbol","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
3,6,2018,"29,13","F","29,13F.8.1",497,NA,31,NA,NA,NA,"1","fallen205","3732","Con corteza","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,7,2018,2024,""
3,7,2018,"29,06","E","29,06E.7.1",208,NA,105,NA,NA,NA,"1","fallen206","3681","con corteza rama de tronco de pie","R",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"FALSE","TRUE",NA,NA,3,2017,2019,""
3,2,2018,"30,23","L","30,23L.7.1",400,NA,81,NA,NA,NA,NA,"fallen207","3468","esta muestra esta en el aire, no toca el suelo","R",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"FALSE","TRUE",NA,NA,5,2017,2021,""
3,6,2018,"31,16","K","31,16K.8.1",335,NA,50,NA,NA,NA,"1","fallen208","3184","Sin corteza rama de tronco de pie en el aire","R",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,1,2018,2018,""
3,6,2018,"31,16","K","31,16K.8.2",202,NA,33,NA,NA,NA,"1","fallen209","3184","Sin corteza en el aire","R",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,1,2018,2018,""
3,6,2018,"31,16","K","31,16K.8.3",223,NA,75,NA,NA,NA,"1","fallen210","3184","Sin corteza","R",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,2,2018,2019,""
3,6,2018,"31,16","K","31,16K.8.4",439,NA,37,NA,NA,NA,"1","fallen211","3184","Sin corteza","R",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,4,2018,2021,""
3,6,2018,"31,16","B","31,16B.8.1",440,149,28,NA,NA,NA,"1","fallen212","3190","149 rama de quaras rajada tronco vivosin corteza","R",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,4,2018,2021,""
3,6,2018,"31,16","D","31,16D.9.1",587,NA,179,NA,NA,NA,"1","fallen213",NA,"tronco,tronco de tronco caido sin corteza","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
3,7,2018,"32,07","B","32,07B.8.1",400,NA,28,NA,NA,NA,"1","fallen214","2994",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,5,2018,2022,""
3,7,2018,"32,07","O","32,07O.7.1",213,NA,27,NA,NA,NA,"0","fallen215","2995",NA,"R",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"TRUE","FALSE",NA,NA,6,2017,2022,""
3,7,2018,"33,12","G","33,12G.2.1",932,NA,38,NA,NA,NA,"1","fallen216",NA,"es el que estaba parado en F 9-1.Se esta rajando","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,"AA;"
3,7,2018,"33,12","J","33,12J.9.1",672,NA,40,NA,NA,NA,"0","fallen217",NA,"es el mismo que J9-2","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
3,7,2018,"33,12","J","33,12J.9.2",360,NA,37,NA,NA,NA,"0","fallen218",NA,"el mismo que J9-1. Está en el aire","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,6,2017,2022,""
3,8,2018,"34,04","D","34,04D.7.1",539,NA,60,NA,NA,NA,"1","fallen220","2919",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,4,2017,2020,""
3,8,2018,"34,04","E","34,04E.7.1",993,NA,26,NA,NA,NA,"1","fallen221","2919","la muestra está rajada","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,7,2017,2023,"AA;"
3,8,2018,"34,04","L","34,04L.0.1",NA,NA,NA,NA,NA,NA,"0","fallen222",NA,"No se pueden encontrar ni medir la muestra le cayo muchas ramas encima","R",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,"PN;"
3,6,2018,"34,15","M","34,15M.0.2",337,NA,52,NA,NA,NA,"0","fallen225",NA,"rama de tronco caido sin corteza","R",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,6,2017,2022,""
3,6,2018,"34,15","P","34,15P.6.1",267,NA,64,NA,NA,NA,"0","fallen226","2677","rama de tronco de pie con corteza","R",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,4,2017,2020,""
3,6,2018,"34,15","P","34,15P.6.2",320,NA,68,NA,NA,NA,"0","fallen227","2677","rama de tronco de pie con corteza","R",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,4,2017,2020,""
3,8,2018,"36,04","P","36,04P.3.1",243,NA,119,NA,NA,NA,"1","fallen228","2272","Sin corteza","R",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
3,9,2018,"36,10","B","36,10B.5.1",860,NA,43,NA,NA,NA,"1","fallen229","2309",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,8,2017,2024,""
3,9,2018,"36,13","C","36,13C.8.1",255,NA,NA,19,NA,NA,"1","fallen232","2504",NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2018,2020,""
3,9,2018,"36,13","L","36,13L.6.1",2889,NA,NA,11,NA,NA,"1","fallen233",NA,"el árbol está en 36,13 en 4,4. Está hueco ñ el centro","R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,5,2017,2021,"CH;"
3,9,2018,"36,13","M","36,13M.6.1",561,NA,32,NA,NA,NA,"0","fallen234","2347","rama sin corteza. Se rajo la muestra en dos partes","R",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,5,2017,2021,""
3,9,2018,"36,13","M","36,13M.6.3",333,NA,72,NA,NA,NA,"0","fallen236","2347","rama de tronco sin corteza","R",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,4,2017,2020,""
3,9,2018,"36,13","M","36,13M.6.4",268,NA,24,NA,NA,NA,"0","fallen237","2347","rama de tronco sin corteza","R",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,4,2017,2020,""
3,9,2018,"36,13","M","36,13M.6.5",NA,NA,NA,NA,NA,NA,"0","fallen238","2347","Sin corteza  no se puede medir porque la muestra M 6-3 le cayo encima","R",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,6,2017,2022,"PN;"
3,12,2018,"37,17","G","37,17G.8.1",222,NA,NA,8,NA,NA,"2","fallen240",NA,NA,"R",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,1,2018,2018,""
3,12,2018,"37,17","K","37,17K.7.1",201,NA,68,NA,NA,NA,"1","fallen242","77881",NA,"R",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"FALSE","TRUE",NA,NA,3,2017,2019,""
3,12,2018,"37,17","K","37,17K.7.2",296,NA,NA,5,NA,NA,"1","fallen243","2371",NA,"R",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
