"month","day","year","subplot_code","transect_section_letter","code_of_piece","diameter_one.mm","diameter_two.mm","height","POM","penetration.200mm","penetration.200mm.1","branches","uniqid","tag","notes","observer","MC","MS","coded_notes"
2,22,2018,"16,12","C","16,12C.2.1",478,NA,1.27,0.7,NA,7,2,"standing074",NA,"no hay cascara en el area donde se uso el penetrometro. En este censo se cayo casi todo el arbol. Perdió una parte del tronco de manarea vertical. Irregular 373","R",NA,NA,""
2,21,2018,"17,01","I","17,01I.0.1",792,763,0.5,0.27,NA,6,2,"standing075",NA,"Sin corteza. Irregular 763","R",NA,NA,""
2,21,2018,"17,08","N","17,08N.7.1",256,NA,4.6,1.3,21,NA,2,"standing078","176354","corteza","R",NA,NA,""
2,21,2018,"18,10","N","18,10N.2.1",499,343,3.3,1.8,NA,4,2,"standing080","5329","ahora está sin corteza. Irregular 343","R",NA,NA,""
2,23,2018,"18,23","O","18,23O.2.1",579,NA,5.2,1.3,35,NA,2,"standing082","5421","sin ramas. Sin corteza","R",NA,NA,""
2,21,2018,"19,02","M","19,02M.4.1",257,135,1.08,0.54,NA,9,2,"standing083",NA,"es viejo no tiene centro. Se quebro. Sin corteza. Irregular 135","R",NA,NA,""
2,21,2018,"19,06","A","19,06A.7.1",602,NA,12.5,1.3,63,NA,2,"standing084","5235","sin corteza","R",NA,NA,""
2,21,2018,"19,06",NA,"19,06NA.8.1",214,NA,8.7,1.3,39,NA,2,"standing085",NA,"Corteza. Están en 18, 06 en el 3,2","R",NA,NA,""
2,21,2018,"19,08","K","19,08K.6.1",328,NA,2.26,13,63,NA,2,"standing086","5217","con. Corteza Tronco solo","R",NA,NA,""
3,13,2018,"19,12","L","19,12L.7.1",625,NA,10,3,8,NA,2,"standing088","5198","escalera. Tiene banda de metal está en el 3,4. Con corteza Irregular 543. Corregir altura anterior","R",NA,NA,""
2,27,2018,"19,19","C","19,19C.8.1",233,NA,5.7,1.3,33,NA,2,"standing090","818500","sin corteza","R",NA,NA,""
2,1,2018,"19,19","F","19,19F.3.1",517,500,3.9,1.3,NA,1,2,"standing091","172649","Irregular 500","R",NA,NA,""
2,1,2018,"19,19","N","19,19N.6.1",456,343,4.7,1.3,68,NA,2,"standing092","5154","con corteza. Irregular 343","R",NA,NA,""
3,8,2018,"21,08","C","21,08C.8.1",443,342,14.7,1.5,6,NA,2,"standing094","5003","Irregular 342. Con corteza","R",NA,NA,""
3,8,2018,"21,08","F","21,08F.5.1",242,NA,7.6,1.3,62,NA,2,"standing095","5002","sin ramas. Sin corteza","R",NA,NA,""
3,8,2018,"21,08","P","21,08P.2.1",353,313,0.6,0.3,30,NA,2,"standing096","4909","solo queda un pedazo de pie. Sin cascara. Irregular 313","R",NA,NA,""
3,8,2018,"21,10","O","21,10O.4.1",228,NA,5.5,1.3,32,NA,2,"standing097","156491",NA,"R",NA,NA,""
3,8,2018,"21,10","H","21,10H.8.1",203,NA,10.5,1.3,28,NA,1,"standing098","161881","Con corteza","R",NA,NA,""
2,28,2018,"22,19","D","22,19D.8.1",318,268,7,1.3,19,NA,2,"standing100","4855","Irregular 268","R",NA,NA,""
2,28,2018,"22,19","O","22,19O.8.1",241,NA,6.1,1.3,65,NA,2,"standing102","152736",NA,"R",NA,NA,""
3,13,2018,"22,21","F","22,21F.8.1",508,NA,21.6,3,14,NA,1,"standing103","4833","Escalera. Era árbol con banda el tag debe estar en la lista.","R",NA,NA,""
3,8,2018,"23,03","D","23,03D.2.1",623,556,8,1.5,39,NA,2,"standing104","4649","sin ramas. Sin corteza. Irregular 556","R",NA,NA,""
3,8,2018,"23,03","K","23,03K.9.1",312,257,4.7,1.3,119,NA,2,"standing105",NA,"sin ramas. Irregular 257. Sin corteza","R",NA,NA,""
3,13,2018,"23,06","J","23,06J.7.1",744,868,32.8,3,30,NA,1,"standing106","4673","Con corteza. Escalera. Irregular 868","R",NA,NA,""
3,8,2018,"23,06","K","23,06K.5.1",528,479,29.8,1.3,14,NA,1,"standing107","4585","sin corteza. Irregular 479","R",NA,NA,""
3,8,2018,"23,06","K","23,06K.8.1",373,290,15,1.3,46,NA,2,"standing108","4584","Irregular 290. Con corteza","R",NA,NA,""
3,8,2018,"23,06","N","23,06N.6.1",398,NA,8.1,1.3,96,NA,2,"standing109","4586","Sin corteza","R",NA,NA,""
3,8,2018,"23,06","O","23,06O.7.1",573,519,12.8,1.3,43,NA,2,"standing110","4593","sin corteza. Irregular 519","R",NA,NA,""
2,27,2018,"23,17","H","23,17H.6.1",259,NA,1.9,1.3,NA,4,2,"standing111",NA,NA,"R",NA,NA,""
2,27,2018,"23,17","O","23,17O.3.1",384,381,4.7,1.3,NA,3,2,"standing112","4519","sin corteza. Sin corteza. Irregular 381","R",NA,NA,""
2,28,2018,"23,23","P","23,23P.2.1",820,696,2.1,1.3,80,NA,2,"standing113",NA,"sin ramas. Sin corteza. Al lado del arbol 4473. Irregular 696","R",NA,NA,""
2,13,2018,"23,23","P","23,23P.0.1",223,NA,0.75,0.52,77,NA,2,"standing114",NA,"Sin corteza. Irregular","R",NA,NA,""
3,7,2018,"24,09","E","24,09E.6.1",235,NA,2.4,1.3,60,NA,2,"standing115","146393","con corteza","R",NA,NA,""
3,7,2018,"24,09","I","24,09I.6.1",392,260,1.5,1.3,28,NA,2,"standing116","146601","sin corteza. Perdió parte del tronco a 1.3m. Irregular 260","R",NA,NA,""
2,27,2018,"24,15","O","24,15O.8.1",389,NA,26.9,1.3,20,NA,0,"standing118","4386","con corteza","R",NA,NA,""
2,27,2018,"24,15","P","24,15P.2.1",688,563,0.9,0.45,NA,7,2,"standing119","4387","sin corteza. Irregular 563","R",NA,NA,""
3,7,2018,"26,08","K","26,08K.5.1",229,218,10.5,1.3,94,NA,2,"standing121","4009","sin ramas. con corteza. Irregular 218. Perdió parte del tronco sin ramas con corteza","R",NA,NA,""
3,5,2018,"26,17","G","26,17G.6.1",577,NA,19.8,1.5,36,NA,2,"standing122","4165","Tiene bandas de metal y plasticas. Con corteza","R",NA,NA,""
3,5,2018,"26,17","J","26,17J.6.1",417,NA,4.7,1.3,32,NA,2,"standing123","4167","tiene dendrometrometros de metal y plastico. Corteza","R",NA,NA,""
3,1,2018,"26,21","B","26,21B.5.1",303,NA,5.3,1.3,30,NA,2,"standing124","133241","Se está rajando el tronco por El Centro por lo que el dbh es mayor. Con corteza","R",NA,NA,""
3,1,2018,"26,21","B","26,21B.7.1",288,NA,13,1.3,18,NA,2,"standing125","4077","Con corteza","R",NA,NA,""
3,1,2018,"26,21","B","26,21B.8.1",211,NA,10.3,1.3,55,NA,2,"standing126","138307","Con corteza","R",NA,NA,""
3,1,2018,"26,21","P","26,21P.3.1",489,NA,0.72,0.36,120,NA,2,"standing128",NA,"Se rompió en parte","R",NA,NA,"AA;"
3,5,2018,"28,16","E","28,16E.7.1",262,NA,7.4,1.3,135,NA,2,"standing130","3864","Con corteza","R",NA,NA,""
3,5,2018,"28,16","G","28,16G.8.1",218,NA,5.1,1.3,23,NA,2,"standing131","122548","Con corteza","R",NA,NA,""
3,5,2018,"28,16","O","28,16O.8.1",236,NA,17.3,1.3,26,NA,2,"standing132","117661","Con corteza","R",NA,NA,""
3,7,2018,"29,06","M","29,06M.8.1",226,NA,3,1.3,32,NA,2,"standing134","111365",NA,"R",NA,NA,""
3,13,2018,"31,16","K","31,16K.8.1",1012,945,25.5,3.5,45,NA,2,"standing136","3184","Escalera. Con corteza. Irregular 945","R",NA,NA,""
3,2,2018,"31,21","L","31,21L.2.1",223,NA,4,1.3,87,NA,2,"standing138","104126","sin ramas. sin corteza","R",NA,NA,""
3,7,2018,"32,07","B","32,07B.8.1",340,NA,4,1.3,15,NA,2,"standing139","26207","con corteza","R",NA,NA,""
3,7,2018,"32,07","D","32,07D.8.1",428,402,10.1,1.3,53,NA,2,"standing140","3260","con corteza. Irregular 402","R",NA,NA,""
3,13,2018,"32,07","H","32,07H.6.1",838,NA,15.2,2.9,37,NA,2,"standing142","3248","escalera. Sin corteza. Está hueco y le falta parte del tronco","R",NA,NA,""
3,7,2018,"33,12","C","33,12C.4.1",833,561,3,1.5,107,NA,2,"standing143","3036","sin corteza. Esta quebrado. Perdió una parte del diametro. Irregular 561","R",NA,NA,"AA;"
3,7,2018,"33,12","J","33,12J.8.1",219,NA,7.8,1.3,50,NA,2,"standing144","97481",NA,"R",NA,NA,""
3,7,2018,"33,12","L","33,12L.0.1",220,207,1.4,0.8,NA,18,2,"standing145","92461","Irregular 207","R",NA,NA,""
3,8,2018,"34,04","F","34,04F.3.1",231,NA,2.6,1.3,20,NA,2,"standing147","90840","sin corteza","R",NA,NA,""
3,13,2018,"34,04","B","34,04B.7.1",1046,1015,40.2,3,38,NA,0,"standing148","2600","escalera. TACHVE. Con corteza. Irregular 1015","R",NA,NA,""
3,6,2018,"34,15","F","34,15F.7.1",270,NA,5.2,1.3,48,NA,2,"standing149","93153","con corteza sin ramas","R",NA,NA,""
3,8,2018,"36,04","P","36,04P.3.1",274,NA,4.6,1.3,157,NA,2,"standing151","2272","con corteza","R",NA,NA,""
3,9,2018,"36,10","M","36,10M.6.1",291,NA,2.4,1.3,NA,2,2,"standing152","536230","con corteza. Sin ramas","R",NA,NA,""
3,9,2018,"36,13","F","36,13F.9.1",214,NA,5.54,2.2,54,NA,2,"standing155","2506","sin ramas. Sin corteza","R",NA,NA,""
3,9,2018,"36,13","G","36,13G.8.1",401,353,15.1,1.3,25,NA,1,"standing156","82303","Irregular 353","R",NA,NA,""
3,12,2018,"37,17","P","37,17P.0.1",317,272,1.8,1.3,NA,1,2,"standing157","2143","Sin corteza. Irregular 272","R",NA,NA,""
3,13,2018,"37,17","I","37,17I.6.1",1173,NA,9,2.8,12,NA,2,"standing158","2371","Escalera. Con corteza. Se esta rajando por lo que mide mas. Irregular 1080","R",NA,NA,"AA;"
3,9,2018,"38,11","B","38,11B.7.1",308,NA,8.4,1.3,29,NA,2,"standing159","1980","sin corteza","R",NA,NA,""
3,9,2018,"38,11","M","38,11M.8.1",349,NA,11,1.3,15,NA,2,"standing160","1990","Con corteza","R",NA,NA,""
3,9,2018,"39,07","D","39,07D.7.1",393,NA,22.3,1.3,10,NA,1,"standing163","66089","sin corteza","R",NA,NA,""
3,13,2018,"39,07","I","39,07I.7.1",855,783,32,3.3,37,NA,0,"standing166","66360","escalera. TACHVE. Con corteza. Irregular 783","R",NA,NA,""
3,12,2018,"40,21","C","40,21C.3.1",258,203,10.1,1.3,153,NA,2,"standing168","64001","con corteza. Irregular 203","R",NA,NA,""
3,12,2018,"40,21","C","40,21C.6.1",201,NA,3.9,1.3,130,NA,2,"standing169","56943","con corteza","R",NA,NA,""
3,14,2018,"42,12","C","42,12C.3.1",252,169,12.2,1.3,15,NA,2,"standing170",NA,"sin ramas. Irregular 169","R",NA,NA,""
3,15,2018,"42,12","G","42,12G.8.1",374,NA,15.8,3,68,NA,2,"standing171","52504","Escalera. Con corteza","R",NA,NA,""
3,14,2018,"42,12","N","42,12N.9.2",302,222,0.8,0.45,27,NA,2,"standing172",NA,"sin ramas. Irregular 222","R",NA,NA,""
3,12,2018,"42,21","F","42,21F.6.1",247,215,7.9,1.3,52,NA,2,"standing173","1393","Sin corteza. Irregular 215","R",NA,NA,""
3,14,2018,"43,15","H","43,15H.0.2",NA,NA,2.8,1.3,NA,NA,2,"standing175","1284","con corteza. Este árbol está vivo, sacar de la lista","R",NA,NA,"VIVO;"
3,14,2018,"43,15","J","43,15J.9.1",302,284,3,1.3,39,NA,2,"standing176",NA,"sin corteza. Irregular 284","R",NA,NA,""
3,14,2018,"44,07","B","44,07B.5.1",777,648,5.28,1.6,23,NA,2,"standing177","870","Con corteza. Se está rajando. Irregular 648. Hueco en el centro","R",NA,NA,"CH;AA;"
3,14,2018,"45,05","E","45,05E.8.1",425,328,2.3,1.3,NA,19,2,"standing179",NA,"irregular 328. Con corteza","R",NA,NA,""
3,14,2018,"45,05","K","45,05K.6.1",306,NA,4.1,1.3,30,NA,2,"standing180","30985","si ramas Con corteza","R",NA,NA,""
3,15,2018,"46,21","F","46,21F.8.1",758,653,17.9,2.9,40,NA,2,"standing181","687","Sin corteza","R",NA,NA,""
3,15,2018,"46,21","G","46,21G.8.1",221,199,1.7,1.3,30,NA,2,"standing182",NA,"Con corteza","R",NA,NA,""
3,15,2018,"47,10","G","47,10G.6.1",503,483,3.1,1.3,158,NA,2,"standing184","550","Sin corteza","R",NA,NA,""
3,15,2018,"47,17","F","47,17F.8.1",219,188,1.8,1.3,52,NA,2,"standing185",NA,"Con corteza","R",NA,NA,""
3,15,2018,"47,17","G","47,17G.8.1",349,NA,20.5,1.3,100,NA,2,"standing186","646456","Con corteza","R",NA,NA,""
3,14,2018,"49,01","E","49,01E.3.1",463,NA,2.1,1.3,110,NA,2,"standing189","169","Con corteza","R",NA,NA,""
3,14,2018,"49,01","O","49,01O.3.1",313,297,0.51,0.3,39,NA,2,"standing191","849015","Sin corteza. Irregular 297","R",NA,NA,""
3,14,2018,"49,01","P","49,01P.7.1",316,NA,17,1.3,50,NA,1,"standing192","105","con corteza","R",NA,NA,""
3,14,2018,"49,04","O","49,04O.8.1",668,459,17.1,1.3,31,NA,1,"standing193","142","con corteza. Irregular 459","R",NA,NA,""
3,15,2018,"49,12","H","49,12H.8.1",270,NA,2.5,1.3,26,NA,2,"standing194","234","Con corteza","R",NA,NA,""
1,31,2019,"01,21","G","01,21G.9.1",470,162,1.4,1.3,50,NA,1,"standing001",NA,"sin corrteza","R",NA,NA,""
2,28,2019,"01,21","P","01,21P.8.1",453,576,15.2,2.8,21,NA,2,"standing002","8214","Parte del resto de la corteza se está abriendo por lo que mide mas","R","FALSE","TRUE","AA;"
1,31,2019,"01,21","K","01,21K.8.1",441,344,8.8,1.3,29,NA,2,"standing003","8207","con corteza","R",NA,NA,""
1,31,2019,"01,24","G","01,24G.8.1",NA,NA,15.8,1.3,NA,NA,1,"standing004","8536","Árbol no encontrado. Debe estar caído bajo muchas lianas que cayeron al suelo sin ramas","R",NA,NA,"CAIDO;DP;EX;"
1,31,2019,"01,24","G","01,24G.19.1",581,474,10.7,1.3,47,NA,2,"standing005","8535","Corteza","R",NA,NA,""
1,31,2019,"01,24","M","01,24M.9.1",496,418,3.8,1.3,91,NA,2,"standing006","8188","Sin corteza sin ramas","R",NA,NA,""
1,31,2019,"02,16","H","02,16H.7.1",428,NA,2.7,1.3,55,NA,1,"standing008","257916","Corteza","R",NA,NA,""
1,31,2019,"02,16","I","02,16I.8.1",266,153,2.9,1.3,NA,12,2,"standing009","258010","Sin corteza","R",NA,NA,""
1,31,2019,"02,16","G","02,16G.19.1",227,145,9.7,1.3,78,NA,2,"standing010","258002","corteza","R",NA,NA,""
1,29,2019,"03,09","A","03,09A.7.2",358,251,13.5,1.3,51,NA,2,"standing011","7918",NA,"R",NA,NA,""
1,29,2019,"03,09","C","03,09C.7.1",353,294,11.7,1.3,42,NA,2,"standing012","8043",NA,"R",NA,NA,""
1,29,2019,"03,09","N","03,09N.8.1",393,NA,26.6,1.3,54,NA,1,"standing014","268164","Ramas. Sin corteza","R",NA,NA,""
2,28,2019,"03,12","A","03,12A.3.1",615,717,30.5,3.5,112,NA,1,"standing015","7902",NA,"R","FALSE","TRUE",""
1,18,2019,"05,03","E","05,03E.19.1",370,NA,2.9,1.3,35,NA,2,"standing020","7656","31 grados. Corteza, tiene termitas","R",NA,NA,""
1,18,2019,"05,03","G","05,03G.7.1",527,449,1.1,0.55,80,NA,2,"standing022","7660",NA,"R",NA,NA,""
2,28,2019,"05,03","O","05,03O.8.1",900,860,11.5,3.6,13,NA,2,"standing023","7621",NA,"R",NA,NA,""
2,1,2019,"05,20","A","05,20A.7.1",422,402,22.5,1.3,19,NA,1,"standing024","238573","Sin corteza","R",NA,NA,""
2,1,2019,"05,20","D","05,20D.7.1",473,461,15.7,1.5,33,NA,2,"standing025","7763","sin corteza","R",NA,NA,""
2,1,2019,"05,20","L","05,20L.19.1",1122,1070,31.9,1.3,69,NA,1,"standing026","7496","sin corteza. Impactado por rayo el año pasado","R",NA,NA,""
2,1,2019,"05,20","L","05,20L.19.2",285,NA,9.5,1.3,47,NA,2,"standing027","238752","Con corteza. Impactado por rayo el año pasado","R",NA,NA,""
2,28,2019,"05,20","M","05,20M.19.1",791,512,35.3,3,99,NA,0,"standing028","7499","Escalera","R","TRUE","FALSE",""
2,1,2019,"05,20","P","05,20P.3.1",416,NA,17.7,1.3,58,NA,2,"standing030","238630",NA,"R",NA,NA,""
1,31,2019,"05,24","J","05,24J.19.1",222,NA,10,1.3,53,NA,2,"standing032","239685","con corteza","R",NA,NA,""
1,31,2019,"05,24","N","05,24N.7.1",533,452,16.7,1.3,51,NA,2,"standing034","239534","sin corteza","R",NA,NA,""
1,29,2019,"06,06","C","06,06C.7.1",204,158,2.3,1.3,NA,19,2,"standing035",NA,NA,"R",NA,NA,""
1,29,2019,"06,06","I","06,06I.5.1",319,298,2.3,1.3,122,NA,2,"standing036","7592",NA,"R",NA,NA,""
1,29,2019,"06,06","I","06,06I.5.2",625,589,9,1.3,86,NA,2,"standing037","13123",NA,"R",NA,NA,""
1,18,2019,"07,01","B","07,01B.3.1",233,NA,2.7,1.3,58,NA,2,"standing038","7311",NA,"E",NA,NA,""
1,18,2019,"07,01","I","07,01I.7.1",330,NA,2.6,13,NA,17,2,"standing039","7321","hongos en la corteza","R",NA,NA,""
1,30,2019,"07,13","B","07,13B.0.1",223,156,1.14,0.57,138,NA,2,"standing041",NA,NA,"R",NA,NA,""
1,29,2019,"08,06","M","08,06M.3.1",442,249,1.2,0.5,NA,13,2,"standing043","7036",NA,"R",NA,NA,""
1,30,2019,"09,12","C","09,12C.3.1",378,248,0.65,0.35,NA,1,2,"standing044","222154",NA,"R",NA,NA,""
2,4,2019,"10,20","G","10,20G.19.1",423,NA,7.5,1.3,116,NA,2,"standing047","6850","con corteza","R",NA,NA,""
2,4,2019,"10,20","H","10,20H.4.1",382,322,12.9,1.3,29,NA,2,"standing048","6849","sin corteza","R",NA,NA,""
2,6,2019,"11,08","O","11,08O.5.1",356,279,3,1.3,99,NA,2,"standing050","6563","Con corteza","R",NA,NA,""
2,6,2019,"11,15","D","11,15D.7.1",335,225,1.1,0.55,NA,11,2,"standing051","212912","sin corteza","R",NA,NA,""
2,6,2019,"11,15","G","11,15G.5.1",302,NA,9.1,1.3,28,NA,2,"standing052","6753","corteza","R",NA,NA,""
2,6,2019,"11,15","J","11,15J.8.1",386,215,0.94,0.5,70,NA,2,"standing053",NA,"sin corteza","R",NA,NA,""
2,6,2019,"11,15","J","11,15J.7.1",283,NA,11.5,1.3,46,NA,2,"standing054","213119","Está en J y no en K. Con corteza. Error en la medida de altura del año pasado","R",NA,NA,""
2,6,2019,"11,15","J","11,15J.19.1",261,NA,16.5,1.3,20,NA,2,"standing055","213096","Con corteza","R",NA,NA,""
2,6,2019,"11,15","O","11,15O.6.1",268,113,2.1,1.3,NA,14,2,"standing056","6532","sin corteza","R",NA,NA,""
2,6,2019,"11,15","O","11,15O.19.1",227,NA,1.5,0.75,NA,9,2,"standing057",NA,"sin corteza","R",NA,NA,""
2,5,2019,"13,16","G","13,16G.19.1",379,288,4.7,1.3,87,NA,2,"standing059","6393","con corteza","R",NA,NA,""
2,6,2019,"14,05","B","14,05B.19.1",263,252,9.1,1.3,67,NA,1,"standing061","5946","Con corteza","R",NA,NA,""
2,6,2019,"14,11","E","14,11E.9.1",385,253,1,0.52,170,NA,2,"standing062",NA,"Sin corteza","R",NA,NA,""
2,4,2019,"14,24","E","14,24E.6.1",224,NA,2.1,1.3,NA,17,2,"standing063","6105",NA,"R",NA,NA,""
2,4,2019,"14,24","P","14,24P.19.1",471,321,1.5,1.3,138,NA,2,"standing065","6081","sin corteza","R",NA,NA,""
2,7,2019,"15,07","B","15,07B.8.1",318,268,1.7,1.3,142,NA,2,"standing066",NA,"Con corteza","R",NA,NA,""
2,7,2019,"15,07","G","15,07G.5.1",559,450,7.8,1.3,169,NA,2,"standing067","5960",NA,"R","TRUE","FALSE",""
2,7,2019,"15,07","K","15,07K.2.1",203,163,0.89,0.49,24,NA,2,"standing068","415259","esta completamete hueco","R",NA,NA,"CH;"
2,6,2019,"16,12","C","16,12C.2.1",470,322,1.27,0.7,NA,9,2,"standing071",NA,"sin corteza","R",NA,NA,""
2,7,2019,"17,01","I","17,01I.0.1",738,673,0.5,0.27,NA,1,2,"standing072",NA,NA,"R","FALSE","TRUE",""
2,7,2019,"17,08","N","17,08N.7.1",257,252,4.6,1.3,25,NA,2,"standing073","176354",NA,"R","TRUE","FALSE",""
2,7,2019,"18,10","N","18,10N.2.1",268,216,1.2,1.8,NA,10,2,"standing074","5329",NA,"R",NA,NA,""
2,4,2019,"18,23","O","18,23O.2.1",563,NA,6.9,1.3,38,NA,2,"standing075","5421","sin corteza","R",NA,NA,""
2,7,2019,"19,02","M","19,02M.19.1",253,107,1.08,0.54,82,NA,2,"standing076",NA,NA,"R","FALSE","TRUE",""
2,7,2019,"19,06","A","19,06A.7.1",537,526,13.1,1.3,127,NA,2,"standing077","5235",NA,"R","FALSE","TRUE",""
2,7,2019,"19,08","K","19,08K.6.1",303,284,2.26,1.3,140,NA,2,"standing079","5217",NA,"R","TRUE","FALSE",""
2,7,2019,"19,12","E","19,12E.19.1",513,351,11.7,1.3,21,NA,2,"standing080","5332",NA,"R","TRUE","FALSE",""
2,28,2019,"19,12","L","19,12L.7.1",624,595,10,3,10,NA,2,"standing081","5198",NA,"R","TRUE","FALSE",""
2,5,2019,"19,19","C","19,19C.8.1",241,196,2.9,1.3,38,NA,2,"standing083","818500","Sin corteza","R",NA,NA,""
2,5,2019,"19,19","D","19,19D.19.1",318,259,6.8,1.3,37,NA,2,"standing084","5381","Con corteza","R",NA,NA,""
2,5,2019,"19,19","E","19,19E.19.1",249,225,8.4,1.3,29,NA,2,"standing085","5383","Con corteza","R",NA,NA,""
2,5,2019,"19,19","F","19,19F.3.1",577,560,1,0.5,80,NA,2,"standing086","172649","sin corteza","R",NA,NA,""
2,13,2019,"21,04","F","21,04F.19.1",298,267,2.5,1.3,62,NA,2,"standing088","160651",NA,"R","TRUE","FALSE",""
2,13,2019,"21,08","C","21,08C.8.1",416,447,14.7,1.5,28,NA,2,"standing089","5003",NA,"R","TRUE","FALSE",""
2,13,2019,"21,08","P","21,08P.2.1",357,323,0.6,0.3,38,NA,2,"standing091","4909",NA,"R","FALSE","TRUE",""
2,13,2019,"21,10","O","21,10O.4.1",226,199,5.5,1.3,37,NA,2,"standing092","156491",NA,"R","FALSE","TRUE",""
2,13,2019,"21,10","H","21,10H.8.1",206,173,14.1,1.3,31,NA,1,"standing093","161881","en el censo anterior parte de la copa no se veia por lianas por eso la altura ahora ea mayor","R","FALSE","TRUE",""
2,8,2019,"21,17","B","21,17B.19.1",399,373,12.7,1.3,15,NA,2,"standing094","4867",NA,"R","TRUE","FALSE",""
2,8,2019,"22,19","D","22,19D.8.1",318,271,7,1.3,24,NA,2,"standing095","4855",NA,"R","FALSE","TRUE",""
2,8,2019,"22,19","O","22,19O.8.1",256,221,5.7,1.3,114,NA,2,"standing096","152736","El tag e 152736 y no 152436","R","TRUE","FALSE",""
2,28,2019,"22,21","F","22,21F.8.1",507,542,21.6,3,13,NA,1,"standing097","4833",NA,"R","TRUE","FALSE",""
2,13,2019,"23,03","K","23,03K.9.1",313,259,4.7,1.3,45,NA,2,"standing099",NA,NA,"R",NA,NA,""
2,13,2019,"23,06","J","23,06J.7.1",753,743,26.5,3,33,NA,1,"standing100","4673","Se le cayo la corteza","R","FALSE","TRUE",""
2,13,2019,"23,06","J","23,06J.19.1",230,219,3.4,1.3,18,NA,2,"standing101","151130",NA,"R","TRUE","FALSE",""
2,13,2019,"23,06","K","23,06K.5.1",524,503,29.8,1.3,4,NA,1,"standing102","4585",NA,"R","FALSE","TRUE",""
2,13,2019,"23,06","K","23,06K.8.1",368,261,8,1.3,85,NA,2,"standing103","4584",NA,"R","FALSE","TRUE",""
2,13,2019,"23,06","N","23,06N.6.1",426,380,8.1,1.3,161,NA,2,"standing104","4586",NA,"R","FALSE","TRUE",""
2,12,2019,"23,17","H","23,17H.6.1",213,168,1.9,1.3,99,NA,2,"standing106",NA,NA,"R","FALSE","TRUE",""
2,12,2019,"23,17","O","23,17O.3.1",357,NA,4.7,1.3,98,NA,2,"standing107","4519",NA,"R","FALSE","TRUE",""
2,8,2019,"23,23","P","23,23P.2.1",673,661,2.1,1.3,89,NA,2,"standing108",NA,NA,"R","FALSE","TRUE",""
2,13,2019,"24,09","E","24,09E.6.1",237,NA,2.4,1.3,99,NA,2,"standing110","146393",NA,"R","TRUE","FALSE",""
2,13,2019,"24,09","I","24,09I.6.1",353,231,1.5,1.3,42,NA,2,"standing111","146601",NA,"R","FALSE","TRUE",""
2,12,2019,"24,15","O","24,15O.8.1",511,443,0.9,0.45,108,NA,0,"standing112","4386","se quebro","R","FALSE","TRUE",""
2,14,2019,"26,08","K","26,08K.5.1",225,182,10.5,1.3,94,NA,2,"standing114","4009","NA sin ramas con corteza","R","TRUE","FALSE",""
2,11,2019,"26,17","J","26,17J.6.1",418,453,4.7,1.3,26,NA,2,"standing116","4167",NA,"R","Con corteza",NA,""
2,11,2019,"26,21","B","26,21B.5.1",299,NA,4.8,1.3,45,NA,2,"standing117","133241",NA,"R",NA,NA,""
2,11,2019,"26,21","B","26,21B.8.1",218,NA,10.3,1.3,60,NA,2,"standing119","138307",NA,"R",NA,NA,""
2,11,2019,"26,21","P","26,21P.3.1",470,177,0.72,0.36,29,NA,2,"standing120",NA,"Sin corteza","R",NA,NA,""
2,11,2019,"26,21","D","26,21D.19.1",553,NA,12.1,1.3,59,NA,2,"standing122","4140",NA,"R",NA,NA,""
2,12,2019,"28,16","G","28,16G.8.1",230,NA,5.1,1.3,33,NA,2,"standing124","122548",NA,"R","FALSE","TRUE",""
1,17,2019,"31,21","L","31,21L.2.1",223,198,2.9,1.3,81,NA,2,"standing129","104126",NA,"R",NA,NA,""
1,17,2019,"31,21","J","31,21J.19.1",508,514,22.7,1.3,20,NA,1,"standing130","3451","Platypodium. Sin corteza","R",NA,NA,""
2,14,2019,"32,07","B","32,07B.8.1",303,NA,3.8,1.3,28,NA,2,"standing131","26207",NA,"R","TRUE","FALSE",""
2,14,2019,"32,07","D","32,07D.8.1",431,396,6,1.3,95,NA,2,"standing132","3260",NA,"R","FALSE","TRUE",""
2,28,2019,"32,07","H","32,07H.19.1",953,63,1.3,0.65,25,NA,2,"standing134","3248","Resto que quedó de pie de H 6-1","R","FALSE","TRUE",""
2,28,2019,"32,07","H","32,07H.19.2",828,163,0.7,0.37,96,NA,2,"standing135","3248","Resto que quedó de pie de H 6-1","R","FALSE","TRUE",""
2,28,2019,"32,07","H","32,07H.19.3",816,293,1.7,1.3,40,NA,2,"standing136","3248","Resto que quedó de pie de H 6-1","R","FALSE","TRUE",""
2,15,2019,"33,12","J","33,12J.8.1",228,189,7.8,1.3,50,NA,2,"standing138","97481",NA,"R","FALSE","TRUE",""
2,15,2019,"33,12","J","33,12J.19.1",231,224,13.9,1.3,47,NA,2,"standing139","832387",NA,"R","TRUE","FALSE",""
2,14,2019,"34,04","F","34,04F.3.1",227,203,2.6,1.3,42,NA,2,"standing141","90840",NA,"R","FALSE","TRUE",""
2,28,2019,"34,04","B","34,04B.7.1",1052,947,40.2,3,28,NA,0,"standing142","2600",NA,"R","TRUE","FALSE",""
2,18,2019,"34,15","F","34,15F.7.1",263,232,5.2,13,180,NA,1,"standing143","93153",NA,"R","FALSE","TRUE",""
2,14,2019,"36,04","L","36,04L.19.1",983,482,2.6,1.3,40,NA,2,"standing145","2274",NA,"R","TRUE","FALSE",""
