"subplot_code","habitat","month","day","year","transect_section_letter","code_of_piece","diameter_one.mm","diameter_two.mm","height","POM","penetration.200mm","penetration.200mm.1","branches","uniqid","tag","notes","observer","MC","MS","years_present","first_appearance","last_ppearance","coded_notes","pen.hit.mm","pendensity.kgm3","pen_density","b","mean_diameter_at1.3_mm","Diameter.at.top.of.snag","volume_m3","AGB.kg.dry.mass","k.volume.yr","k.mass.yr"
"06,09","stream",2,10,2023,"C","06,09C.23.1",485,340,0.9,1.3,NA,NA,2,"standing035",NA,NA,"E","FALSE","TRUE",2,2023,2024,"",NA,271,FALSE,0.0617843830934836,485,497.135509655241,0.170465826356372,46.1962389425768,0.489871179430135,0.489871179430135
"06,09","stream",2,16,2024,"C","06,09C.23.1",394,287,0.83,1.3,NA,NA,2,"standing032",NA,NA,"E","FALSE","TRUE",2,2023,2024,"",NA,271,FALSE,0.0665637366711933,394,406.521112754015,0.104445318371219,28.3046812786004,NA,NA
"06,09","stream",2,9,2022,"M","06,09M.22.1",203,155,7.4,1.3,NA,NA,2,"standing048",231582,NA,"V","TRUE","FALSE",1,2022,2022,"",NA,271,FALSE,0.0818160700670846,203,123.239294810919,0.157725571533602,42.743629885606,NA,NA
"06,09","stream",2,9,2022,"N","06,09N.22.1",203,172,10.3,1.3,NA,NA,2,"standing049",231571,NA,"V","TRUE","FALSE",2,2022,2023,"",NA,271,FALSE,0.0818160700670846,203,97.2088103129067,0.189814241513972,51.4396594502863,-0.169015256825538,-0.169015256825538
"06,09","stream",2,10,2023,"N","06,09N.22.1",221,180,10.1,1.3,NA,NA,2,"standing037",231571,NA,"E","TRUE","FALSE",2,2022,2023,"",NA,271,FALSE,0.0798620654501374,221,109.440007844912,0.224766295225266,60.911666006047,NA,NA
"07,01","low_plateau",1,23,2017,"B","07,01B.3.1",243,NA,3.2,1.3,48,NA,2,"standing035",7311,"corteza","R",NA,NA,5,2017,2021,"",2.4,283.736925848036,TRUE,0.0776793943882131,243,209.656524490483,0.128974017999324,36.5946913813973,-0.016716658227766,-0.0701121641695864
"07,01","low_plateau",2,20,2018,"B","07,01B.3.1",245,NA,3.2,1.3,41,NA,2,"standing040",7311,"corteza","R",NA,NA,5,2017,2021,"",2.05,299.298977147216,TRUE,0.077490868742517,245,211.457822952174,0.131148154094145,39.252508375123,0.23638608815748,0.35388576206918
"07,01","low_plateau",1,18,2019,"B","07,01B.3.1",233,NA,2.7,1.3,58,NA,2,"standing038",7311,NA,"E",NA,NA,5,2017,2021,"",2.9,266.11893248412,TRUE,0.0786459231530346,233,208.707585771013,0.103538294898098,27.5535005095079,-0.143935274521064,0.372834394600491
"07,01","low_plateau",2,5,2020,"B","07,01B.3.1",240,NA,3,1.3,NA,15,2,"standing041",7311,NA,"R","FALSE","TRUE",5,2017,2021,"",13.3333333333333,158.725080835431,TRUE,0.0779651123481799,240,210.208150433312,0.119566992120288,18.9782804895421,0.615656337655994,0.0807111711124438
"07,01","low_plateau",2,24,2021,"B","07,01B.3.1",236,225,1.5,1.3,NA,NA,2,"standing052",7311,NA,"E","FALSE","TRUE",5,2017,2021,"",NA,271,FALSE,0.0783516760694567,236,232.330626135891,0.0646003920821445,17.5067062542612,NA,NA
"07,01","low_plateau",1,23,2017,"I","07,01I.7.1",338,NA,3,1.3,24,NA,2,"standing036",7321,"corteza","R",NA,NA,4,2017,2020,"",1.2,358.82879734154,TRUE,0.0700897519889363,338,300.033254576663,0.240076735884258,86.1464464070308,0.0487685423312346,0.532192447961381
"07,01","low_plateau",2,20,2018,"I","07,01I.7.1",330,NA,3,1.3,100,NA,2,"standing041",7321,"corteza","R",NA,NA,4,2017,2020,"",5,221.278365536052,TRUE,0.0706406765324536,330,292.657652493145,0.228649454134015,50.5951774914852,-0.4649959252574,-0.175146081406433
"07,01","low_plateau",1,18,2019,"I","07,01I.7.1",330,NA,2.6,13,NA,17,2,"standing039",7321,"hongos en la corteza","R",NA,NA,4,2017,2020,"",11.7647058823529,165.599403125835,TRUE,0.0222863895795787,428.308363889917,416.077319048471,0.364011692005671,60.2801189269645,1.25482705643241,1.66937089963825
"07,01","low_plateau",2,5,2020,"I","07,01I.7.1",276,NA,1.8,1.3,NA,5,2,"standing042",7321,NA,"R","TRUE","FALSE",4,2017,2020,"",40,109.401849361187,TRUE,0.0747505876735513,276,265.874813451523,0.10378888993099,11.354696501595,NA,NA
"07,01","low_plateau",1,23,2017,"K","07,01K.7.1",556,NA,22.6,1.3,40,NA,2,"standing037",7301,NA,"R",NA,NA,1,2017,2017,"",2,301.812938466429,TRUE,0.0586421368172824,556,159.443683766306,2.50398623147395,755.735442400632,NA,NA
"07,13","low_plateau",1,26,2017,"B","07,13B.0.1",260,NA,21.5,1.3,NA,2,2,"standing038",NA,NA,"R",NA,NA,4,2017,2020,"",100,80.2094918006886,TRUE,0.0761241300716886,260,55.867018861721,0.479826126628542,38.4866097695682,2.27949570555845,1.80989991418724
"07,13","low_plateau",2,19,2018,"B","07,13B.0.1",249,NA,1.14,0.57,NA,8,2,"standing043",NA,NA,"R",NA,NA,4,2017,2020,"",25,128.282857602913,TRUE,0.0944325378013992,232.413274809602,235.951517575234,0.0491033910479931,6.29912332162985,0.223855513016373,-0.212225186312176
"07,13","low_plateau",1,30,2019,"B","07,13B.0.1",223,156,1.14,0.57,138,NA,2,"standing041",NA,NA,"R",NA,NA,4,2017,2020,"",6.9,198.406578130089,TRUE,0.0969690036765047,207.76017273626,211.008715722466,0.0392547550049308,7.78840161586332,0.17864760944587,-0.338291388226933
"07,13","low_plateau",2,6,2020,"B","07,13B.0.1",205,127,1.13,0.57,30,NA,2,"standing044",NA,NA,"R","FALSE","TRUE",4,2017,2020,"",1.5,332.705378088107,TRUE,0.098904724899904,190.720600022178,193.954449129911,0.0328327001340736,10.9236159117604,NA,NA
"07,13","low_plateau",3,6,2020,"I","07,13I.20.1",612,609,9.3,3,34,NA,2,"standing045",NA,"Escalera","R","FALSE","TRUE",3,2020,2022,"",1.7,318.894193062335,TRUE,0.0388737565790492,653.810574912556,479.060845799173,2.36213688138094,753.271734690756,0.109533454783124,0.272273998479059
"07,13","low_plateau",3,10,2021,"I","07,13I.20.1",612,619,8,3,NA,NA,2,"standing055",NA,"escalera","E","FALSE","TRUE",3,2020,2022,"",NA,271,FALSE,0.0388737565790492,653.810574912556,503.892776106374,2.1170703292502,573.726059226805,0.0853459939443492,0.0853459939443492
"07,13","low_plateau",2,22,2022,"I","07,13I.20.1",601,564,7.5,3,NA,NA,2,"standing053",NA,"Escalera","E","FALSE","TRUE",3,2020,2022,"",NA,271,FALSE,0.039290915582523,642.514568374721,503.601768769014,1.94388241644727,526.79213485721,NA,NA
"07,13","low_plateau",2,24,2021,"J","07,13J.21.1",266,NA,12.5,1.3,NA,NA,2,"standing056",7401,NA,"E","TRUE","FALSE",3,2021,2023,"",NA,271,FALSE,0.0755993924830667,266,114.066671250022,0.373420633069421,101.196991561813,0.278100394081822,0.278100394081822
"07,13","low_plateau",2,8,2022,"J","07,13J.21.1",251,NA,9.4,1.3,NA,NA,2,"standing054",7401,NA,"V","TRUE","FALSE",3,2021,2023,"",NA,271,FALSE,0.0769343899850147,251,134.596899261241,0.282761869468062,76.6284666258448,-0.00437901799726633,-0.00437901799726633
"07,13","low_plateau",2,9,2023,"J","07,13J.21.1",256,NA,8.8,1.3,NA,NA,2,"standing041",7401,NA,"E","TRUE","FALSE",3,2021,2023,"",NA,271,FALSE,0.0764807263620158,256,144.253475222883,0.28400280383738,76.96475983993,NA,NA
"07,13","low_plateau",2,22,2022,"K","07,13K.22.1",424,379,7,3,NA,NA,2,"standing055",7227,"Escalera","E","TRUE","FALSE",3,2022,2024,"",NA,271,FALSE,0.0473147296064977,459.513580156728,350.890615030179,0.908080418982446,246.089793544243,0.0784622867154116,0.0784622867154116
"07,13","low_plateau",3,10,2023,"K","07,13K.22.1",400,364,7.4,3,NA,NA,2,"standing042",7227,NA,"E","TRUE","FALSE",3,2022,2024,"",NA,271,FALSE,0.0486549144933492,434.492160405139,322.912995557032,0.839553879670133,227.519101390606,-0.0355641204326539,-0.035564120432654
"07,13","low_plateau",3,12,2024,"K","07,13K.22.1",409,389,7.3,3,NA,NA,2,"standing035",7227,"se esta abriendo","E","TRUE","FALSE",3,2022,2024,"AA;",NA,271,FALSE,0.0481431504878483,443.881889263735,332.519867085853,0.869949162086534,235.756222925451,NA,NA
"07,20","low_plateau",1,31,2017,"B","07,20B.5.1",290,NA,5.3,1.3,39,NA,2,"standing039",7183,"sin ramas. Con corteza","R",NA,NA,1,2017,2017,"",1.95,304.412477383877,TRUE,0.0736125463564938,290,216.032905758203,0.268377024876428,81.697315015548,NA,NA
"07,20","low_plateau",2,26,2021,"O","07,20O.21.1",492,425,19.1,1.3,NA,NA,0,"standing057",7177,"Fue impactado por rayo","V","TRUE","FALSE",4,2021,2024,"",NA,271,FALSE,0.0614547971057227,492,NA,3.63122746157062,2423.3907436595,0.0245401851836288,0.031633366514411
"07,20","low_plateau",2,8,2022,"O","07,20O.21.1",486,398,19.1,1.3,NA,NA,0,"standing056",7177,NA,"E","FALSE","TRUE",4,2021,2024,"",NA,271,FALSE,0.0617370092353344,486,NA,3.54320097789483,2347.9305583633,1.88741513129657,-0.0420901713283337
"07,20","low_plateau",2,8,2023,"O","07,20O.21.1",494,394,2.8,1.3,NA,NA,0,"standing043",7177,NA,"E","FALSE","TRUE",4,2021,2024,"",NA,271,FALSE,0.0613614906897235,494,NA,0.536663193368007,2448.86462322787,0.384434648437011,0.400649883417725
"07,20","low_plateau",2,15,2024,"O","07,20O.21.1",423,383,2.6,1.3,NA,NA,0,"standing036",7177,NA,"E","FALSE","TRUE",4,2021,2024,"",NA,271,FALSE,0.0649302474669814,423,NA,0.365379320744209,1640.45659494139,NA,NA
"07,20","low_plateau",2,26,2021,"P","07,20P.21.1",486,412,26.6,1.3,NA,NA,0,"standing058",228511,"Fue impactado por rayo","V","TRUE","FALSE",4,2021,2024,"",NA,271,FALSE,0.0617370092353344,486,NA,4.93451026240851,2347.9305583633,0.0655687474210562,0.0699322079324043
"07,20","low_plateau",2,8,2022,"P","07,20P.21.1",473,410,26.3,1.3,NA,NA,0,"standing057",228511,NA,"E","TRUE","FALSE",4,2021,2024,"",NA,271,FALSE,0.0623606136497313,473,NA,4.62133989187706,2189.34435733618,2.20424881422366,0.382061329911712
"07,20","low_plateau",2,8,2023,"P","07,20P.21.1",408,407,3.9,1.3,NA,NA,0,"standing045",228511,NA,"E","TRUE","FALSE",4,2021,2024,"",NA,271,FALSE,0.06576066257375,408,NA,0.509888027499992,1494.12505627726,-0.0484285162411892,-0.0626711344743685
"07,20","low_plateau",2,15,2024,"P","07,20P.21.1",418,352,3.9,1.3,NA,NA,0,"standing038",228511,NA,"E","TRUE","FALSE",4,2021,2024,"",NA,271,FALSE,0.0652037346369763,418,NA,0.535188843935677,1590.76005393018,NA,NA
"07,20","low_plateau",2,26,2021,"P","07,20P.21.2",397,NA,12.1,1.3,NA,NA,1,"standing059",7185,"Fue impactado por rayo","V","TRUE","FALSE",3,2021,2023,"",NA,271,FALSE,0.0663892731292404,397,NA,1.31058236009084,1218.02377643559,0.618447816988759,1.85084237695366
"07,20","low_plateau",2,8,2022,"P","07,20P.21.2",389,373,9.2,1.3,NA,NA,2,"standing058",7185,"En censo original aparece con codigo 21-1, se corrigió el codigo ahora es 21-2","E","TRUE","FALSE",3,2021,2023,"",NA,271,FALSE,0.0668574826818215,389,229.385783544551,0.706115661181377,191.357344180153,0.01093031543797,0.01093031543797
"07,20","low_plateau",2,8,2023,"P","07,20P.21.2",387,368,9.2,1.3,NA,NA,2,"standing044",7185,NA,"E","TRUE","FALSE",3,2021,2023,"",NA,271,FALSE,0.0669760396453608,387,227.992784114143,0.698439621459082,189.277137415411,NA,NA
"08,06","low_plateau",2,9,2022,"H","08,06H.22.1",315,NA,22.8,1.3,NA,NA,0,"standing062",707088,NA,"V","TRUE","FALSE",3,2022,2024,"",NA,271,FALSE,0.0717106368920562,315,NA,1.77682982699895,763.228000073848,-0.0639515644908457,-0.0164823087683948
"08,06","low_plateau",2,10,2023,"H","08,06H.22.1",317,301,24,1.3,NA,NA,0,"standing046",707088,NA,"E","FALSE","TRUE",3,2022,2024,"",NA,271,FALSE,0.0715650667858683,317,NA,1.89417302499951,775.912003310365,0.360511902214655,0.191692410450311
"08,06","low_plateau",2,16,2024,"H","08,06H.22.1",310,282,20,1.3,NA,NA,1,"standing039",707088,NA,"E","FALSE","TRUE",3,2022,2024,"",NA,271,FALSE,0.0720786447430243,310,NA,1.32084336129366,640.562505710736,NA,NA
"08,06","low_plateau",2,24,2021,"M","08,06M.21.1",338,329,29.7,1.3,NA,NA,1,"standing061",7029,NA,"E","TRUE","FALSE",2,2021,2022,"",NA,271,FALSE,0.0700897519889363,338,NA,2.33178113441139,802.246913633929,1.12131373012916,1.3599789311791
"08,06","low_plateau",2,9,2022,"M","08,06M.21.1",342,329,17.3,1.3,NA,NA,2,"standing060",7029,NA,"V","TRUE","FALSE",2,2021,2022,"",NA,271,FALSE,0.0698191606326058,342,111.911028470045,0.759814222840608,205.909654389805,NA,NA
"08,06","low_plateau",2,24,2021,"M","08,06M.21.2",785,763,2.8,1.3,NA,NA,2,"standing062",7030,NA,"E","FALSE","TRUE",2,2021,2022,"",NA,271,FALSE,0.0507090820760503,785,727.504434579019,1.25831789564113,341.004149718747,0.491328654880324,0.491328654880324
"08,06","low_plateau",2,9,2022,"M","08,06M.21.2",713,360,2,1.3,NA,NA,2,"standing061",7030,NA,"V","FALSE","TRUE",2,2021,2022,"",NA,271,FALSE,0.0529217349155169,713,687.070018314849,0.769855203448243,208.630760134474,NA,NA
"08,06","low_plateau",1,24,2017,"M","08,06M.3.1",444,NA,1.5,1.3,NA,2,2,"standing040",7036,"sin corteza","R",NA,NA,4,2017,2020,"",100,80.2094918006886,TRUE,0.0638158426491046,444,438.369163269521,0.229312478634469,18.393037374827,0.897499363218018,0.0419295976779539
"08,06","low_plateau",2,19,2018,"M","08,06M.3.1",335,NA,1.2,0.55,160,2,2,"standing045",7036,"sin corteza","R",NA,NA,4,2017,2020,"",8,188.710033948566,TRUE,0.0883590319227545,313.519405564018,316.301907536302,0.0934649262618518,17.6377694078743,-0.552080701705176,-0.330568499410463
"08,06","low_plateau",1,29,2019,"M","08,06M.3.1",442,249,1.2,0.5,NA,13,2,"standing043",7036,NA,"R",NA,NA,4,2017,2020,"",15.3846153846154,151.214509696793,TRUE,0.0839854206428348,413.278436240666,416.763988863944,0.162335786698146,24.5475263918033,-0.0153756598703553,0.48133393915068
"08,06","low_plateau",2,5,2020,"M","08,06M.3.1",526,306,0.83,0.5,NA,3,2,"standing046",7036,NA,"R","FALSE","TRUE",4,2017,2020,"",66.6666666666667,92.0185165571687,TRUE,0.0799836200376546,493.397095171475,512.298067188025,0.164851094242185,15.1693531449918,NA,NA
"09,12","low_plateau",1,26,2017,"C","09,12C.3.1",357,NA,0.69,0.35,134,NA,2,"standing041",222154,NA,"R",NA,NA,3,2017,2019,"",6.7,200.393325232637,TRUE,0.0963877987724036,325.762104098373,345.490079797222,0.0610626191291158,12.2365412946976,0.264977574664719,1.41541567228496
"09,12","low_plateau",2,19,2018,"C","09,12C.3.1",322,NA,0.65,0.35,NA,1,2,"standing046",222154,NA,"R",NA,NA,3,2017,2019,"",200,63.4241030707988,TRUE,0.0987610362058139,293.162939263641,312.599630099166,0.0468486553019898,2.97133394260173,-0.325194544956781,-0.325194544956781
"09,12","low_plateau",1,30,2019,"C","09,12C.3.1",378,248,0.65,0.35,NA,1,2,"standing044",222154,NA,"R",NA,NA,3,2017,2019,"",200,63.4241030707988,TRUE,0.0950731552540848,345.355630146463,367.371004563012,0.0648525901781135,4.11321736386494,NA,NA
"09,12","low_plateau",1,26,2017,"D","09,12D.7.1",205,NA,5.7,1.3,31,NA,2,"standing042",222123,NA,"R",NA,NA,2,2017,2018,"",1.55,329.030372978462,TRUE,0.0815905780648623,205,143.166950551675,0.137095098757469,45.1084514776892,0.0101587979296452,0.178797463166022
"09,12","low_plateau",2,19,2018,"D","09,12D.7.1",204,NA,5.7,1.3,51,NA,2,"standing047",222123,"corteza","R",NA,NA,2,2017,2018,"",2.55,277.969501364754,TRUE,0.0817030477266288,204,142.398089698184,0.135709427645347,37.7230819330732,NA,NA
"09,12","low_plateau",2,16,2024,"E","09,12E.24.1",273,258,17.5,1.6,NA,NA,2,"standing040",7062,NA,"E","TRUE","FALSE",1,2024,2024,"",NA,271,FALSE,0.0706415296354485,278.847281571533,88.7897729586748,0.505788248628496,137.068615378322,NA,NA
"09,12","low_plateau",2,24,2021,"F","09,12F.21.1",202,NA,14.5,1.3,NA,NA,2,"standing064",808233,NA,"E","TRUE","FALSE",1,2021,2021,"",NA,271,FALSE,0.081929650544818,202,68.4974357464846,0.22523112378044,61.0376345444991,NA,NA
"09,12","low_plateau",2,16,2024,"J","09,12J.24.1",323,311,8.5,1.3,NA,NA,2,"standing041",808260,NA,"E","TRUE","FALSE",1,2024,2024,"",NA,271,FALSE,0.0711338041509246,323,193.540914262514,0.454629508899492,123.204596911762,NA,NA
"09,12","low_plateau",1,26,2017,"N","09,12N.5.1",214,NA,1.1,0.73,NA,5,2,"standing043",NA,"sin corteza","R",NA,NA,1,2017,2017,"",40,109.401849361187,TRUE,0.0927209344349942,202.983578644705,206.782862500654,0.0362666796190824,3.96764182051728,NA,NA
"10,20","low_plateau",2,4,2019,"G","10,20G.19.1",423,NA,7.5,1.3,116,NA,2,"standing047",6850,"con corteza","R",NA,NA,2,2019,2020,"",5.8,210.428394745407,TRUE,0.0649302474669814,423,282.818300786163,0.743275949245785,156.406364852659,-0.0984369378206558,-0.504331585373888
"10,20","low_plateau",2,10,2020,"G","10,20G.19.1",438,379,7.8,1.3,35,NA,2,"standing048",6850,NA,"R","TRUE","FALSE",2,2019,2020,"",1.75,315.77820218482,TRUE,0.0641287726463875,438,288.698210500339,0.820163993472926,258.989911355603,NA,NA
"10,20","low_plateau",2,8,2022,"H","10,20H.22.1",314,264,14.5,1.6,NA,NA,2,"standing064",NA,"No tiene tag es cecropia","V","TRUE","FALSE",1,2022,2022,"",NA,271,FALSE,0.0674233422488128,320.415947790622,131.582215725949,0.615503147558916,166.801352988466,NA,NA
"10,20","low_plateau",1,31,2017,"H","10,20H.4.1",441,NA,12.5,1.3,113,NA,2,"standing044",6849,"sin ramas. Sin corteza","R",NA,NA,8,2017,2024,"",5.65,212.304436436229,TRUE,0.0639717754497683,441,215.413834657278,1.09917003518859,233.358674868304,0.11552453161617,-0.438773976948256
"10,20","low_plateau",2,22,2018,"H","10,20H.4.1",427,NA,11.5,1.3,22,NA,2,"standing049",6849,"sin ramas. Sin corteza","R",NA,NA,8,2017,2024,"",1.1,369.562463224463,TRUE,0.0647137752807874,427,220.677752818255,0.979249173876542,361.893736808335,0.174905559823436,0.268484114750162
"10,20","low_plateau",2,4,2019,"H","10,20H.4.1",382,322,12.9,1.3,29,NA,2,"standing048",6849,"sin corteza","R",NA,NA,8,2017,2024,"",1.45,336.548146518775,TRUE,0.0672751335870945,382,175.042545058559,0.822115231134608,276.681357263206,0.13804722685321,0.201748370671184
"10,20","low_plateau",2,10,2020,"H","10,20H.4.1",361,314,12.5,1.3,35,NA,2,"standing049",6849,NA,"R","FALSE","TRUE",8,2017,2024,"",1.75,315.77820218482,TRUE,0.0685756145433895,361,167.474495742341,0.716109681900213,226.131827917592,0.145667213708656,0.29858846815429
"10,20","low_plateau",2,26,2021,"H","10,20H.4.1",340,NA,12.1,1.3,NA,NA,2,"standing066",6849,NA,"V","FALSE","TRUE",8,2017,2024,"",NA,271,FALSE,0.069954058380011,340,159.723115354778,0.619037670915487,167.759208818097,0.0636888373881082,0.0636888373881082
"10,20","low_plateau",2,8,2022,"H","10,20H.4.1",330,304,12.1,1.3,NA,NA,2,"standing066",6849,NA,"E","FALSE","TRUE",8,2017,2024,"",NA,271,FALSE,0.0706406765324536,330,153.880041551596,0.580841138145991,157.407948437564,0.574367871927799,0.574367871927799
"10,20","low_plateau",2,9,2023,"H","10,20H.4.1",319,313,5.3,1.3,NA,NA,2,"standing051",6849,NA,"E","FALSE","TRUE",8,2017,2024,"",NA,271,FALSE,0.0714204122209943,319,239.729080360658,0.32704880784226,88.6302269252523,-0.01290846216719,-0.01290846216719
"10,20","low_plateau",2,23,2024,"H","10,20H.4.1",319,230,5.4,1.3,NA,NA,2,"standing042",6849,NA,"V","FALSE","TRUE",8,2017,2024,"",NA,271,FALSE,0.0714204122209943,319,238.023024997425,0.331297870435941,89.7817228881401,NA,NA
"10,20","low_plateau",1,31,2017,"M","10,20M.7.1",454,NA,17,1.3,43,NA,2,"standing045",6784,NA,"R",NA,NA,2,2017,2018,"",2.15,294.508948562999,TRUE,0.0633035720300947,454,168.044885139612,1.3825643581135,407.177575428683,1.54904560932446,1.84494631677074
"10,20","low_plateau",2,22,2018,"M","10,20M.7.1",402,NA,2.5,1.3,103,NA,2,"standing050",6784,NA,"R",NA,NA,2,2017,2018,"",5.15,219.07380469823,TRUE,0.0661014095468083,402,371.344572034376,0.293726679969558,64.3478213223106,NA,NA
"11,08","low_plateau",2,6,2017,"O","11,08O.5.1",438,NA,3,1.3,28,NA,2,"standing046",6563,"es viejo, sin ramas, rajado. Corteza","R",NA,NA,2,2017,2019,"",1.4,340.572530470624,TRUE,0.0641287726463875,438,392.760494318816,0.40694141534614,138.593067577732,0.422071666772651,0.849873831403813
"11,08","low_plateau",2,6,2019,"O","11,08O.5.1",356,279,3,1.3,99,NA,2,"standing050",6563,"Con corteza","R",NA,NA,2,2017,2019,"",4.95,222.032984560267,TRUE,0.068896400775449,356,316.653098932975,0.266826214822491,59.2442208359567,NA,NA
"11,15","low_plateau",2,22,2018,"D","11,15D.5.1",317,222,1.1,0.55,NA,7,2,"standing052",212912,"Sin corteza. Irregular 222","R",NA,NA,1,2018,2018,"",28.5714285714286,122.609559304999,TRUE,0.0896292933555536,296.391081588202,301.752052677677,0.0772759669631244,9.47477225421634,NA,NA
"11,15","low_plateau",2,2,2017,"D","11,15D.7.1",277,NA,6.3,1.3,58,NA,2,"standing047",212912,"Sin corteza","R",NA,NA,2,2017,2019,"",2.9,266.11893248412,TRUE,0.074667404942737,277,190.695989405164,0.27365249160354,72.8241089371538,1.15237018004903,1.77420227536906
"11,15","low_plateau",2,6,2019,"D","11,15D.7.1",335,225,1.1,0.55,NA,11,2,"standing051",212912,"sin corteza","R",NA,NA,2,2017,2019,"",18.1818181818182,142.895161945446,TRUE,0.0883590319227545,313.519405564018,319.109104366666,0.0864433116606494,12.3523310188491,NA,NA
"11,15","low_plateau",2,2,2017,"G","11,15G.5.1",302,NA,8.9,1.3,23,NA,2,"standing048",6753,"sin ramas","R",NA,NA,3,2017,2019,"",1.15,364.039400821641,TRUE,0.0726799861854237,302,173.826751535677,0.405225455850786,147.518032145596,0.0484850795240634,0.115119070751378
"11,15","low_plateau",2,22,2018,"G","11,15G.5.1",297,NA,8.7,1.3,28,NA,2,"standing053",6753,"sin ramas. Corteza","R",NA,NA,3,2017,2019,"",1.4,340.572530470624,TRUE,0.0730639683925836,297,172.95972651702,0.386046764548294,131.47692348221,-0.0613302826712718,-0.0613302826712721
"11,15","low_plateau",2,6,2019,"G","11,15G.5.1",302,NA,9.1,1.3,28,NA,2,"standing052",6753,"corteza","R",NA,NA,3,2017,2019,"",1.4,340.572530470624,TRUE,0.0726799861854237,302,171.318282076994,0.410464233701812,139.792842739512,NA,NA
"11,15","low_plateau",2,6,2019,"J","11,15J.19.1",261,NA,16.5,1.3,20,NA,2,"standing055",213096,"Con corteza","R",NA,NA,2,2019,2020,"",1,381.688683657721,TRUE,0.0760358382166238,261,82.1687998737541,0.41606721108303,158.808146111421,0.0597865466089018,0.311111708362129
"11,15","low_plateau",2,12,2020,"J","11,15J.19.1",257,NA,15.7,1.3,42,NA,2,"standing055",213096,NA,"R","FALSE","TRUE",2,2019,2020,"",2.1,296.865789760389,TRUE,0.0763910576324557,257,85.5451969001152,0.391920990922078,116.347934493757,NA,NA
"11,15","low_plateau",2,11,2022,"J","11,15J.22.1",232,NA,5.3,1.3,NA,NA,2,"standing070",213097,NA,"V","TRUE","FALSE",1,2022,2022,"",NA,271,FALSE,0.0787448480367206,232,169.31450800298,0.168963637046071,45.7891456394852,NA,NA
"11,15","low_plateau",2,2,2017,"J","11,15J.4.1",212,NA,2.1,1.3,160,NA,2,"standing050",6528,"es viejo era rebrote de 6528","R",NA,NA,1,2017,2017,"",8,188.710033948566,TRUE,0.0808183232675894,212,198.726919016855,0.0695835649998459,13.1311169133832,NA,NA
"11,15","low_plateau",2,2,2017,"J","11,15J.7.1",298,NA,11.9,1.3,31,NA,2,"standing051",213119,"corteza","R",NA,NA,4,2017,2020,"",1.55,329.030372978462,TRUE,0.0729866573954214,298,137.474015094143,0.463169533984665,152.396844519235,0.292439558382746,0.10829430539597
"11,15","low_plateau",2,22,2018,"J","11,15J.7.1",281,NA,8.8,1.3,18,NA,2,"standing056",213119,"corteza. Está en J y no en K","R",NA,NA,4,2017,2020,"",0.9,395.557166286617,TRUE,0.0743376501903696,281,160.906313664108,0.345728433565801,136.755359485999,-0.164076819382066,0.153754289083734
"11,15","low_plateau",2,6,2019,"J","11,15J.7.1",283,NA,11.5,1.3,46,NA,2,"standing054",213119,"Está en J y no en K. Con corteza. Error en la medida de altura del año pasado","R",NA,NA,4,2017,2020,"",2.3,287.857109691167,TRUE,0.0741745289392513,283,132.80298344136,0.40737348253904,117.265353248513,-0.0372437723426113,-0.129819637559271
"11,15","low_plateau",2,12,2020,"J","11,15J.7.1",288,NA,11.5,1.3,35,NA,2,"standing054",213119,NA,"R","FALSE","TRUE",4,2017,2020,"",1.75,315.77820218482,TRUE,0.073771716541919,288,135.705754421822,0.422831681812546,133.52102830955,NA,NA
"11,15","low_plateau",2,22,2018,"J","11,15J.8.1",615,351,1,0.5,NA,7,2,"standing055",NA,"irregular 351. Sin corteza. Es TAB2AR","R",NA,NA,2,2018,2019,"",28.5714285714286,122.609559304999,TRUE,0.076388235771072,578.542308730659,591.95353872517,0.269022527668386,32.9847335605377,1.00199342301425,0.290756235329663
"11,15","low_plateau",2,6,2019,"J","11,15J.8.1",386,215,0.94,0.5,70,NA,2,"standing053",NA,"sin corteza","R",NA,NA,2,2018,2019,"",3.5,249.695501034326,TRUE,0.0871012884329308,360.018831109097,371.486603355864,0.0987707688425182,24.6626166136781,NA,NA
"11,15","low_plateau",2,6,2019,"O","11,15O.19.1",227,NA,1.5,0.75,NA,9,2,"standing057",NA,"sin corteza","R",NA,NA,1,2019,2019,"",22.2222222222222,133.504566551457,TRUE,0.0907969302582782,215.942400082863,212.05640906787,0.0539533237384464,7.20301509971173,NA,NA
"11,15","low_plateau",2,2,2017,"O","11,15O.6.1",442,NA,2.4,1.3,28,NA,2,"standing053",6532,"Sin corteza","R",NA,NA,3,2017,2019,"",1.4,340.572530470624,TRUE,0.0639196802972587,442,411.989652503231,0.343815208969169,117.094015732916,0.0463203321658503,-0.103346871841661
"11,15","low_plateau",2,22,2018,"O","11,15O.6.1",432,313,2.4,1.3,18,NA,2,"standing057",6532,"Sin corteza. Irregular 313","R",NA,NA,3,2017,2019,"",0.9,395.557166286617,TRUE,0.0644460190554312,432,402.435553005941,0.328252785036098,129.842741474569,1.07832079350774,2.01481322444147
"11,15","low_plateau",2,6,2019,"O","11,15O.6.1",268,113,2.1,1.3,NA,14,2,"standing056",6532,"sin corteza","R",NA,NA,3,2017,2019,"",14.2857142857143,155.058565523306,TRUE,0.075427107033296,268,252.306670707731,0.111660520811797,17.3139201826625,NA,NA
